Group,Opt. Flag,NThreads,Loop,BCO,Identifier,Metric,Sum,Min,Max,Avg,
L3,O1,2,ikj,1024,L3_O1_P2_ikj_bco_1024,Runtime (RDTSC) [s] STAT,19.5592,4.8898,4.8898,4.8898,
L3,O1,2,ijk,16,L3_O1_P2_ijk_bco_16,Runtime (RDTSC) [s] STAT,243.1048,60.7762,60.7762,60.7762,
L3,O1,2,jik,1024,L3_O1_P2_jik_bco_1024,Runtime (RDTSC) [s] STAT,59.4384,14.8596,14.8596,14.8596,
L3,O1,2,jik,0,L3_O1_P2_jik,Runtime (RDTSC) [s] STAT,171.8728,42.9682,42.9682,42.9682,
L3,O1,2,ikj,32,L3_O1_P2_ikj_bco_32,Runtime (RDTSC) [s] STAT,126.7856,31.6964,31.6964,31.6964,
L3,O1,2,ikj,64,L3_O1_P2_ikj_bco_64,Runtime (RDTSC) [s] STAT,72.2876,18.0719,18.0719,18.0719,
L3,O1,2,kji,512,L3_O1_P2_kji_bco_512,Runtime (RDTSC) [s] STAT,101.0320,25.2580,25.2580,25.2580,
L3,O1,2,jik,2048,L3_O1_P2_jik_bco_2048,Runtime (RDTSC) [s] STAT,161.0844,40.2711,40.2711,40.2711,
L3,O1,2,kji,128,L3_O1_P2_kji_bco_128,Runtime (RDTSC) [s] STAT,66.9660,16.7415,16.7415,16.7415,
L3,O1,2,ijk,256,L3_O1_P2_ijk_bco_256,Runtime (RDTSC) [s] STAT,56.7596,14.1899,14.1899,14.1899,
L3,O1,2,jki,16,L3_O1_P2_jki_bco_16,Runtime (RDTSC) [s] STAT,243.0544,60.7636,60.7636,60.7636,
L3,O1,2,jik,16,L3_O1_P2_jik_bco_16,Runtime (RDTSC) [s] STAT,260.0920,65.0230,65.0230,65.0230,
L3,O1,2,ijk,128,L3_O1_P2_ijk_bco_128,Runtime (RDTSC) [s] STAT,70.9600,17.7400,17.7400,17.7400,
L3,O1,2,kij,128,L3_O1_P2_kij_bco_128,Runtime (RDTSC) [s] STAT,43.8692,10.9673,10.9673,10.9673,
L3,O1,2,jik,512,L3_O1_P2_jik_bco_512,Runtime (RDTSC) [s] STAT,54.0060,13.5015,13.5015,13.5015,
L3,O1,2,jki,2048,L3_O1_P2_jki_bco_2048,Runtime (RDTSC) [s] STAT,309.5020,77.3755,77.3755,77.3755,
L3,O1,2,ikj,256,L3_O1_P2_ikj_bco_256,Runtime (RDTSC) [s] STAT,30.8400,7.7100,7.7100,7.7100,
L3,O1,2,kji,16,L3_O1_P2_kji_bco_16,Runtime (RDTSC) [s] STAT,222.0908,55.5227,55.5227,55.5227,
L3,O1,2,kij,64,L3_O1_P2_kij_bco_64,Runtime (RDTSC) [s] STAT,72.3592,18.0898,18.0898,18.0898,
L3,O1,2,kij,0,L3_O1_P2_kij,Runtime (RDTSC) [s] STAT,17.8716,4.4679,4.4679,4.4679,
L3,O1,2,jki,1024,L3_O1_P2_jki_bco_1024,Runtime (RDTSC) [s] STAT,249.4104,62.3526,62.3526,62.3526,
L3,O1,2,ijk,2048,L3_O1_P2_ijk_bco_2048,Runtime (RDTSC) [s] STAT,158.0728,39.5182,39.5182,39.5182,
L3,O1,2,ijk,64,L3_O1_P2_ijk_bco_64,Runtime (RDTSC) [s] STAT,95.4524,23.8631,23.8631,23.8631,
L3,O1,2,ikj,512,L3_O1_P2_ikj_bco_512,Runtime (RDTSC) [s] STAT,24.4988,6.1247,6.1247,6.1247,
L3,O1,2,kji,32,L3_O1_P2_kji_bco_32,Runtime (RDTSC) [s] STAT,132.0956,33.0239,33.0239,33.0239,
L3,O1,2,ikj,128,L3_O1_P2_ikj_bco_128,Runtime (RDTSC) [s] STAT,45.6592,11.4148,11.4148,11.4148,
L3,O1,2,kij,32,L3_O1_P2_kij_bco_32,Runtime (RDTSC) [s] STAT,130.0704,32.5176,32.5176,32.5176,
L3,O1,2,jki,0,L3_O1_P2_jki,Runtime (RDTSC) [s] STAT,366.8388,91.7097,91.7097,91.7097,
L3,O1,2,kji,0,L3_O1_P2_kji,Runtime (RDTSC) [s] STAT,335.0780,83.7695,83.7695,83.7695,
L3,O1,2,jki,256,L3_O1_P2_jki_bco_256,Runtime (RDTSC) [s] STAT,80.6148,20.1537,20.1537,20.1537,
L3,O1,2,jik,32,L3_O1_P2_jik_bco_32,Runtime (RDTSC) [s] STAT,141.3672,35.3418,35.3418,35.3418,
L3,O1,2,ikj,16,L3_O1_P2_ikj_bco_16,Runtime (RDTSC) [s] STAT,244.5796,61.1449,61.1449,61.1449,
L3,O1,2,jki,512,L3_O1_P2_jki_bco_512,Runtime (RDTSC) [s] STAT,97.2928,24.3232,24.3232,24.3232,
L3,O1,2,kji,256,L3_O1_P2_kji_bco_256,Runtime (RDTSC) [s] STAT,73.5032,18.3758,18.3758,18.3758,
L3,O1,2,jki,64,L3_O1_P2_jki_bco_64,Runtime (RDTSC) [s] STAT,75.4400,18.8600,18.8600,18.8600,
L3,O1,2,kij,256,L3_O1_P2_kij_bco_256,Runtime (RDTSC) [s] STAT,29.4984,7.3746,7.3746,7.3746,
L3,O1,2,ikj,2048,L3_O1_P2_ikj_bco_2048,Runtime (RDTSC) [s] STAT,18.4868,4.6217,4.6217,4.6217,
L3,O1,2,ijk,0,L3_O1_P2_ijk,Runtime (RDTSC) [s] STAT,161.5940,40.3985,40.3985,40.3985,
L3,O1,2,jki,32,L3_O1_P2_jki_bco_32,Runtime (RDTSC) [s] STAT,133.9620,33.4905,33.4905,33.4905,
L3,O1,2,jki,128,L3_O1_P2_jki_bco_128,Runtime (RDTSC) [s] STAT,65.6808,16.4202,16.4202,16.4202,
L3,O1,2,kji,64,L3_O1_P2_kji_bco_64,Runtime (RDTSC) [s] STAT,79.1740,19.7935,19.7935,19.7935,
L3,O1,2,jik,128,L3_O1_P2_jik_bco_128,Runtime (RDTSC) [s] STAT,70.4808,17.6202,17.6202,17.6202,
L3,O1,2,kji,2048,L3_O1_P2_kji_bco_2048,Runtime (RDTSC) [s] STAT,366.0856,91.5214,91.5214,91.5214,
L3,O1,2,kij,16,L3_O1_P2_kij_bco_16,Runtime (RDTSC) [s] STAT,233.3180,58.3295,58.3295,58.3295,
L3,O1,2,kij,2048,L3_O1_P2_kij_bco_2048,Runtime (RDTSC) [s] STAT,19.3084,4.8271,4.8271,4.8271,
L3,O1,2,ijk,512,L3_O1_P2_ijk_bco_512,Runtime (RDTSC) [s] STAT,54.0676,13.5169,13.5169,13.5169,
L3,O1,2,kij,1024,L3_O1_P2_kij_bco_1024,Runtime (RDTSC) [s] STAT,20.9028,5.2257,5.2257,5.2257,
L3,O1,2,jik,256,L3_O1_P2_jik_bco_256,Runtime (RDTSC) [s] STAT,58.3968,14.5992,14.5992,14.5992,
L3,O1,2,ijk,32,L3_O1_P2_ijk_bco_32,Runtime (RDTSC) [s] STAT,144.2136,36.0534,36.0534,36.0534,
L3,O1,2,kij,512,L3_O1_P2_kij_bco_512,Runtime (RDTSC) [s] STAT,24.7856,6.1964,6.1964,6.1964,
L3,O1,2,kji,1024,L3_O1_P2_kji_bco_1024,Runtime (RDTSC) [s] STAT,262.0520,65.5130,65.5130,65.5130,
L3,O1,2,ikj,0,L3_O1_P2_ikj,Runtime (RDTSC) [s] STAT,18.6992,4.6748,4.6748,4.6748,
L3,O1,2,ijk,1024,L3_O1_P2_ijk_bco_1024,Runtime (RDTSC) [s] STAT,76.0108,19.0027,19.0027,19.0027,
L3,O1,2,jik,64,L3_O1_P2_jik_bco_64,Runtime (RDTSC) [s] STAT,100.8968,25.2242,25.2242,25.2242,
L3,O3,1,ikj,1024,L3_O3_P1_ikj_bco_1024,Runtime (RDTSC) [s] STAT,6.8100,1.7025,1.7025,1.7025,
L3,O3,1,ijk,16,L3_O3_P1_ijk_bco_16,Runtime (RDTSC) [s] STAT,36.4416,9.1104,9.1104,9.1104,
L3,O3,1,jik,1024,L3_O3_P1_jik_bco_1024,Runtime (RDTSC) [s] STAT,119.8156,29.9539,29.9539,29.9539,
L3,O3,1,jik,0,L3_O3_P1_jik,Runtime (RDTSC) [s] STAT,277.5560,69.3890,69.3890,69.3890,
L3,O3,1,ikj,32,L3_O3_P1_ikj_bco_32,Runtime (RDTSC) [s] STAT,11.1104,2.7776,2.7776,2.7776,
L3,O3,1,ikj,64,L3_O3_P1_ikj_bco_64,Runtime (RDTSC) [s] STAT,8.1700,2.0425,2.0425,2.0425,
L3,O3,1,kji,512,L3_O3_P1_kji_bco_512,Runtime (RDTSC) [s] STAT,185.7732,46.4433,46.4433,46.4433,
L3,O3,1,jik,2048,L3_O3_P1_jik_bco_2048,Runtime (RDTSC) [s] STAT,259.6100,64.9025,64.9025,64.9025,
L3,O3,1,kji,128,L3_O3_P1_kji_bco_128,Runtime (RDTSC) [s] STAT,80.0708,20.0177,20.0177,20.0177,
L3,O3,1,ijk,256,L3_O3_P1_ijk_bco_256,Runtime (RDTSC) [s] STAT,45.0604,11.2651,11.2651,11.2651,
L3,O3,1,jki,16,L3_O3_P1_jki_bco_16,Runtime (RDTSC) [s] STAT,27.4668,6.8667,6.8667,6.8667,
L3,O3,1,jik,16,L3_O3_P1_jik_bco_16,Runtime (RDTSC) [s] STAT,29.7576,7.4394,7.4394,7.4394,
L3,O3,1,ijk,128,L3_O3_P1_ijk_bco_128,Runtime (RDTSC) [s] STAT,32.1924,8.0481,8.0481,8.0481,
L3,O3,1,kij,128,L3_O3_P1_kij_bco_128,Runtime (RDTSC) [s] STAT,8.6872,2.1718,2.1718,2.1718,
L3,O3,1,jik,512,L3_O3_P1_jik_bco_512,Runtime (RDTSC) [s] STAT,59.6144,14.9036,14.9036,14.9036,
L3,O3,1,jki,2048,L3_O3_P1_jki_bco_2048,Runtime (RDTSC) [s] STAT,556.1068,139.0267,139.0267,139.0267,
L3,O3,1,ikj,256,L3_O3_P1_ikj_bco_256,Runtime (RDTSC) [s] STAT,7.4364,1.8591,1.8591,1.8591,
L3,O3,1,kji,16,L3_O3_P1_kji_bco_16,Runtime (RDTSC) [s] STAT,27.5696,6.8924,6.8924,6.8924,
L3,O3,1,kij,64,L3_O3_P1_kij_bco_64,Runtime (RDTSC) [s] STAT,8.9984,2.2496,2.2496,2.2496,
L3,O3,1,kij,0,L3_O3_P1_kij,Runtime (RDTSC) [s] STAT,13.7256,3.4314,3.4314,3.4314,
L3,O3,1,jki,1024,L3_O3_P1_jki_bco_1024,Runtime (RDTSC) [s] STAT,470.8764,117.7191,117.7191,117.7191,
L3,O3,1,ijk,2048,L3_O3_P1_ijk_bco_2048,Runtime (RDTSC) [s] STAT,252.5392,63.1348,63.1348,63.1348,
L3,O3,1,ijk,64,L3_O3_P1_ijk_bco_64,Runtime (RDTSC) [s] STAT,32.1780,8.0445,8.0445,8.0445,
L3,O3,1,ikj,512,L3_O3_P1_ikj_bco_512,Runtime (RDTSC) [s] STAT,7.0280,1.7570,1.7570,1.7570,
L3,O3,1,kji,32,L3_O3_P1_kji_bco_32,Runtime (RDTSC) [s] STAT,23.7100,5.9275,5.9275,5.9275,
L3,O3,1,ikj,128,L3_O3_P1_ikj_bco_128,Runtime (RDTSC) [s] STAT,8.4760,2.1190,2.1190,2.1190,
L3,O3,1,kij,32,L3_O3_P1_kij_bco_32,Runtime (RDTSC) [s] STAT,13.0188,3.2547,3.2547,3.2547,
L3,O3,1,jki,0,L3_O3_P1_jki,Runtime (RDTSC) [s] STAT,582.1136,145.5284,145.5284,145.5284,
L3,O3,1,kji,0,L3_O3_P1_kji,Runtime (RDTSC) [s] STAT,591.5128,147.8782,147.8782,147.8782,
L3,O3,1,jki,256,L3_O3_P1_jki_bco_256,Runtime (RDTSC) [s] STAT,124.2208,31.0552,31.0552,31.0552,
L3,O3,1,jik,32,L3_O3_P1_jik_bco_32,Runtime (RDTSC) [s] STAT,31.5560,7.8890,7.8890,7.8890,
L3,O3,1,ikj,16,L3_O3_P1_ikj_bco_16,Runtime (RDTSC) [s] STAT,18.7036,4.6759,4.6759,4.6759,
L3,O3,1,jki,512,L3_O3_P1_jki_bco_512,Runtime (RDTSC) [s] STAT,186.0768,46.5192,46.5192,46.5192,
L3,O3,1,kji,256,L3_O3_P1_kji_bco_256,Runtime (RDTSC) [s] STAT,123.3024,30.8256,30.8256,30.8256,
L3,O3,1,jki,64,L3_O3_P1_jki_bco_64,Runtime (RDTSC) [s] STAT,25.4376,6.3594,6.3594,6.3594,
L3,O3,1,kij,256,L3_O3_P1_kij_bco_256,Runtime (RDTSC) [s] STAT,7.7852,1.9463,1.9463,1.9463,
L3,O3,1,ikj,2048,L3_O3_P1_ikj_bco_2048,Runtime (RDTSC) [s] STAT,9.1260,2.2815,2.2815,2.2815,
L3,O3,1,ijk,0,L3_O3_P1_ijk,Runtime (RDTSC) [s] STAT,261.0808,65.2702,65.2702,65.2702,
L3,O3,1,jki,32,L3_O3_P1_jki_bco_32,Runtime (RDTSC) [s] STAT,23.7008,5.9252,5.9252,5.9252,
L3,O3,1,jki,128,L3_O3_P1_jki_bco_128,Runtime (RDTSC) [s] STAT,81.9008,20.4752,20.4752,20.4752,
L3,O3,1,kji,64,L3_O3_P1_kji_bco_64,Runtime (RDTSC) [s] STAT,25.2544,6.3136,6.3136,6.3136,
L3,O3,1,jik,128,L3_O3_P1_jik_bco_128,Runtime (RDTSC) [s] STAT,32.4924,8.1231,8.1231,8.1231,
L3,O3,1,kji,2048,L3_O3_P1_kji_bco_2048,Runtime (RDTSC) [s] STAT,584.1856,146.0464,146.0464,146.0464,
L3,O3,1,kij,16,L3_O3_P1_kij_bco_16,Runtime (RDTSC) [s] STAT,20.9916,5.2479,5.2479,5.2479,
L3,O3,1,kij,2048,L3_O3_P1_kij_bco_2048,Runtime (RDTSC) [s] STAT,13.8188,3.4547,3.4547,3.4547,
L3,O3,1,ijk,512,L3_O3_P1_ijk_bco_512,Runtime (RDTSC) [s] STAT,59.0784,14.7696,14.7696,14.7696,
L3,O3,1,kij,1024,L3_O3_P1_kij_bco_1024,Runtime (RDTSC) [s] STAT,8.8328,2.2082,2.2082,2.2082,
L3,O3,1,jik,256,L3_O3_P1_jik_bco_256,Runtime (RDTSC) [s] STAT,45.8852,11.4713,11.4713,11.4713,
L3,O3,1,ijk,32,L3_O3_P1_ijk_bco_32,Runtime (RDTSC) [s] STAT,32.3708,8.0927,8.0927,8.0927,
L3,O3,1,kij,512,L3_O3_P1_kij_bco_512,Runtime (RDTSC) [s] STAT,7.5608,1.8902,1.8902,1.8902,
L3,O3,1,kji,1024,L3_O3_P1_kji_bco_1024,Runtime (RDTSC) [s] STAT,479.1736,119.7934,119.7934,119.7934,
L3,O3,1,ikj,0,L3_O3_P1_ikj,Runtime (RDTSC) [s] STAT,8.9580,2.2395,2.2395,2.2395,
L3,O3,1,ijk,1024,L3_O3_P1_ijk_bco_1024,Runtime (RDTSC) [s] STAT,77.4784,19.3696,19.3696,19.3696,
L3,O3,1,jik,64,L3_O3_P1_jik_bco_64,Runtime (RDTSC) [s] STAT,31.7376,7.9344,7.9344,7.9344,
L3,O0,1,ikj,1024,L3_O0_P1_ikj_bco_1024,Runtime (RDTSC) [s] STAT,312.9224,78.2306,78.2306,78.2306,
L3,O0,1,ijk,16,L3_O0_P1_ijk_bco_16,Runtime (RDTSC) [s] STAT,375.1044,93.7761,93.7761,93.7761,
L3,O0,1,jik,1024,L3_O0_P1_jik_bco_1024,Runtime (RDTSC) [s] STAT,480.2584,120.0646,120.0646,120.0646,
L3,O0,1,jik,0,L3_O0_P1_jik,Runtime (RDTSC) [s] STAT,1164.5592,291.1398,291.1398,291.1398,
L3,O0,1,ikj,32,L3_O0_P1_ikj_bco_32,Runtime (RDTSC) [s] STAT,337.6508,84.4127,84.4127,84.4127,
L3,O0,1,ikj,64,L3_O0_P1_ikj_bco_64,Runtime (RDTSC) [s] STAT,323.2760,80.8190,80.8190,80.8190,
L3,O0,1,kji,512,L3_O0_P1_kji_bco_512,Runtime (RDTSC) [s] STAT,398.9344,99.7336,99.7336,99.7336,
L3,O0,1,jik,2048,L3_O0_P1_jik_bco_2048,Runtime (RDTSC) [s] STAT,1243.1340,310.7835,310.7835,310.7835,
L3,O0,1,kji,128,L3_O0_P1_kji_bco_128,Runtime (RDTSC) [s] STAT,328.3824,82.0956,82.0956,82.0956,
L3,O0,1,ijk,256,L3_O0_P1_ijk_bco_256,Runtime (RDTSC) [s] STAT,327.5828,81.8957,81.8957,81.8957,
L3,O0,1,jki,16,L3_O0_P1_jki_bco_16,Runtime (RDTSC) [s] STAT,377.6060,94.4015,94.4015,94.4015,
L3,O0,1,jik,16,L3_O0_P1_jik_bco_16,Runtime (RDTSC) [s] STAT,374.5540,93.6385,93.6385,93.6385,
L3,O0,1,ijk,128,L3_O0_P1_ijk_bco_128,Runtime (RDTSC) [s] STAT,320.4740,80.1185,80.1185,80.1185,
L3,O0,1,kij,128,L3_O0_P1_kij_bco_128,Runtime (RDTSC) [s] STAT,317.4364,79.3591,79.3591,79.3591,
L3,O0,1,jik,512,L3_O0_P1_jik_bco_512,Runtime (RDTSC) [s] STAT,371.6952,92.9238,92.9238,92.9238,
L3,O0,1,jki,2048,L3_O0_P1_jki_bco_2048,Runtime (RDTSC) [s] STAT,1401.0928,350.2732,350.2732,350.2732,
L3,O0,1,ikj,256,L3_O0_P1_ikj_bco_256,Runtime (RDTSC) [s] STAT,314.7836,78.6959,78.6959,78.6959,
L3,O0,1,kji,16,L3_O0_P1_kji_bco_16,Runtime (RDTSC) [s] STAT,377.1312,94.2828,94.2828,94.2828,
L3,O0,1,kij,64,L3_O0_P1_kij_bco_64,Runtime (RDTSC) [s] STAT,323.2364,80.8091,80.8091,80.8091,
L3,O0,1,kij,0,L3_O0_P1_kij,Runtime (RDTSC) [s] STAT,314.7412,78.6853,78.6853,78.6853,
L3,O0,1,jki,1024,L3_O0_P1_jki_bco_1024,Runtime (RDTSC) [s] STAT,662.1876,165.5469,165.5469,165.5469,
L3,O0,1,ijk,2048,L3_O0_P1_ijk_bco_2048,Runtime (RDTSC) [s] STAT,1441.8548,360.4637,360.4637,360.4637,
L3,O0,1,ijk,64,L3_O0_P1_ijk_bco_64,Runtime (RDTSC) [s] STAT,324.9372,81.2343,81.2343,81.2343,
L3,O0,1,ikj,512,L3_O0_P1_ikj_bco_512,Runtime (RDTSC) [s] STAT,313.2408,78.3102,78.3102,78.3102,
L3,O0,1,kji,32,L3_O0_P1_kji_bco_32,Runtime (RDTSC) [s] STAT,343.6384,85.9096,85.9096,85.9096,
L3,O0,1,ikj,128,L3_O0_P1_ikj_bco_128,Runtime (RDTSC) [s] STAT,317.6340,79.4085,79.4085,79.4085,
L3,O0,1,kij,32,L3_O0_P1_kij_bco_32,Runtime (RDTSC) [s] STAT,337.5468,84.3867,84.3867,84.3867,
L3,O0,1,jki,0,L3_O0_P1_jki,Runtime (RDTSC) [s] STAT,1429.8628,357.4657,357.4657,357.4657,
L3,O0,1,kji,0,L3_O0_P1_kji,Runtime (RDTSC) [s] STAT,1457.5800,364.3950,364.3950,364.3950,
L3,O0,1,jki,256,L3_O0_P1_jki_bco_256,Runtime (RDTSC) [s] STAT,370.1520,92.5380,92.5380,92.5380,
L3,O0,1,jik,32,L3_O0_P1_jik_bco_32,Runtime (RDTSC) [s] STAT,340.2096,85.0524,85.0524,85.0524,
L3,O0,1,ikj,16,L3_O0_P1_ikj_bco_16,Runtime (RDTSC) [s] STAT,372.8580,93.2145,93.2145,93.2145,
L3,O0,1,jki,512,L3_O0_P1_jki_bco_512,Runtime (RDTSC) [s] STAT,396.4416,99.1104,99.1104,99.1104,
L3,O0,1,kji,256,L3_O0_P1_kji_bco_256,Runtime (RDTSC) [s] STAT,367.9884,91.9971,91.9971,91.9971,
L3,O0,1,jki,64,L3_O0_P1_jki_bco_64,Runtime (RDTSC) [s] STAT,327.6144,81.9036,81.9036,81.9036,
L3,O0,1,kij,256,L3_O0_P1_kij_bco_256,Runtime (RDTSC) [s] STAT,315.6644,78.9161,78.9161,78.9161,
L3,O0,1,ikj,2048,L3_O0_P1_ikj_bco_2048,Runtime (RDTSC) [s] STAT,313.6116,78.4029,78.4029,78.4029,
L3,O0,1,ijk,0,L3_O0_P1_ijk,Runtime (RDTSC) [s] STAT,1309.5348,327.3837,327.3837,327.3837,
L3,O0,1,jki,32,L3_O0_P1_jki_bco_32,Runtime (RDTSC) [s] STAT,341.8180,85.4545,85.4545,85.4545,
L3,O0,1,jki,128,L3_O0_P1_jki_bco_128,Runtime (RDTSC) [s] STAT,336.4348,84.1087,84.1087,84.1087,
L3,O0,1,kji,64,L3_O0_P1_kji_bco_64,Runtime (RDTSC) [s] STAT,328.5684,82.1421,82.1421,82.1421,
L3,O0,1,jik,128,L3_O0_P1_jik_bco_128,Runtime (RDTSC) [s] STAT,321.6244,80.4061,80.4061,80.4061,
L3,O0,1,kji,2048,L3_O0_P1_kji_bco_2048,Runtime (RDTSC) [s] STAT,1476.3020,369.0755,369.0755,369.0755,
L3,O0,1,kij,16,L3_O0_P1_kij_bco_16,Runtime (RDTSC) [s] STAT,373.1164,93.2791,93.2791,93.2791,
L3,O0,1,kij,2048,L3_O0_P1_kij_bco_2048,Runtime (RDTSC) [s] STAT,315.2628,78.8157,78.8157,78.8157,
L3,O0,1,ijk,512,L3_O0_P1_ijk_bco_512,Runtime (RDTSC) [s] STAT,371.3856,92.8464,92.8464,92.8464,
L3,O0,1,kij,1024,L3_O0_P1_kij_bco_1024,Runtime (RDTSC) [s] STAT,314.5968,78.6492,78.6492,78.6492,
L3,O0,1,jik,256,L3_O0_P1_jik_bco_256,Runtime (RDTSC) [s] STAT,330.7788,82.6947,82.6947,82.6947,
L3,O0,1,ijk,32,L3_O0_P1_ijk_bco_32,Runtime (RDTSC) [s] STAT,340.1960,85.0490,85.0490,85.0490,
L3,O0,1,kij,512,L3_O0_P1_kij_bco_512,Runtime (RDTSC) [s] STAT,313.5448,78.3862,78.3862,78.3862,
L3,O0,1,kji,1024,L3_O0_P1_kji_bco_1024,Runtime (RDTSC) [s] STAT,692.7748,173.1937,173.1937,173.1937,
L3,O0,1,ikj,0,L3_O0_P1_ikj,Runtime (RDTSC) [s] STAT,313.2900,78.3225,78.3225,78.3225,
L3,O0,1,ijk,1024,L3_O0_P1_ijk_bco_1024,Runtime (RDTSC) [s] STAT,447.9040,111.9760,111.9760,111.9760,
L3,O0,1,jik,64,L3_O0_P1_jik_bco_64,Runtime (RDTSC) [s] STAT,325.8716,81.4679,81.4679,81.4679,
L3,O3,2,ikj,1024,L3_O3_P2_ikj_bco_1024,Runtime (RDTSC) [s] STAT,7.7392,1.9348,1.9348,1.9348,
L3,O3,2,ijk,16,L3_O3_P2_ijk_bco_16,Runtime (RDTSC) [s] STAT,255.2960,63.8240,63.8240,63.8240,
L3,O3,2,jik,1024,L3_O3_P2_jik_bco_1024,Runtime (RDTSC) [s] STAT,36.2100,9.0525,9.0525,9.0525,
L3,O3,2,jik,0,L3_O3_P2_jik,Runtime (RDTSC) [s] STAT,176.5344,44.1336,44.1336,44.1336,
L3,O3,2,ikj,32,L3_O3_P2_ikj_bco_32,Runtime (RDTSC) [s] STAT,114.7964,28.6991,28.6991,28.6991,
L3,O3,2,ikj,64,L3_O3_P2_ikj_bco_64,Runtime (RDTSC) [s] STAT,55.5268,13.8817,13.8817,13.8817,
L3,O3,2,kji,512,L3_O3_P2_kji_bco_512,Runtime (RDTSC) [s] STAT,103.5568,25.8892,25.8892,25.8892,
L3,O3,2,jik,2048,L3_O3_P2_jik_bco_2048,Runtime (RDTSC) [s] STAT,158.1984,39.5496,39.5496,39.5496,
L3,O3,2,kji,128,L3_O3_P2_kji_bco_128,Runtime (RDTSC) [s] STAT,66.4196,16.6049,16.6049,16.6049,
L3,O3,2,ijk,256,L3_O3_P2_ijk_bco_256,Runtime (RDTSC) [s] STAT,30.5296,7.6324,7.6324,7.6324,
L3,O3,2,jki,16,L3_O3_P2_jki_bco_16,Runtime (RDTSC) [s] STAT,248.5788,62.1447,62.1447,62.1447,
L3,O3,2,jik,16,L3_O3_P2_jik_bco_16,Runtime (RDTSC) [s] STAT,225.6396,56.4099,56.4099,56.4099,
L3,O3,2,ijk,128,L3_O3_P2_ijk_bco_128,Runtime (RDTSC) [s] STAT,47.1036,11.7759,11.7759,11.7759,
L3,O3,2,kij,128,L3_O3_P2_kij_bco_128,Runtime (RDTSC) [s] STAT,30.9268,7.7317,7.7317,7.7317,
L3,O3,2,jik,512,L3_O3_P2_jik_bco_512,Runtime (RDTSC) [s] STAT,36.2776,9.0694,9.0694,9.0694,
L3,O3,2,jki,2048,L3_O3_P2_jki_bco_2048,Runtime (RDTSC) [s] STAT,298.4204,74.6051,74.6051,74.6051,
L3,O3,2,ikj,256,L3_O3_P2_ikj_bco_256,Runtime (RDTSC) [s] STAT,18.0456,4.5114,4.5114,4.5114,
L3,O3,2,kji,16,L3_O3_P2_kji_bco_16,Runtime (RDTSC) [s] STAT,218.6296,54.6574,54.6574,54.6574,
L3,O3,2,kij,64,L3_O3_P2_kij_bco_64,Runtime (RDTSC) [s] STAT,57.3372,14.3343,14.3343,14.3343,
L3,O3,2,kij,0,L3_O3_P2_kij,Runtime (RDTSC) [s] STAT,15.8908,3.9727,3.9727,3.9727,
L3,O3,2,jki,1024,L3_O3_P2_jki_bco_1024,Runtime (RDTSC) [s] STAT,245.2452,61.3113,61.3113,61.3113,
L3,O3,2,ijk,2048,L3_O3_P2_ijk_bco_2048,Runtime (RDTSC) [s] STAT,153.6344,38.4086,38.4086,38.4086,
L3,O3,2,ijk,64,L3_O3_P2_ijk_bco_64,Runtime (RDTSC) [s] STAT,70.5604,17.6401,17.6401,17.6401,
L3,O3,2,ikj,512,L3_O3_P2_ikj_bco_512,Runtime (RDTSC) [s] STAT,11.0812,2.7703,2.7703,2.7703,
L3,O3,2,kji,32,L3_O3_P2_kji_bco_32,Runtime (RDTSC) [s] STAT,131.9608,32.9902,32.9902,32.9902,
L3,O3,2,ikj,128,L3_O3_P2_ikj_bco_128,Runtime (RDTSC) [s] STAT,32.8444,8.2111,8.2111,8.2111,
L3,O3,2,kij,32,L3_O3_P2_kij_bco_32,Runtime (RDTSC) [s] STAT,105.2756,26.3189,26.3189,26.3189,
L3,O3,2,jki,0,L3_O3_P2_jki,Runtime (RDTSC) [s] STAT,372.2132,93.0533,93.0533,93.0533,
